Heal_UID,Day,Disease Healed,Sector
10703,1241,Disquietingly Serene Bowel Syndrome,3
10704,1241,Disquietingly Serene Bowel Syndrome,2
10705,1241,Disquietingly Serene Bowel Syndrome,1
10706,1241,The Shivers,11
10707,1242,Gurglepox,8
10708,1242,Smokesickness,10
10709,1242,Smokesickness,10
10710,1242,Smokesickness,10
10711,1242,Smokesickness,10
10712,1242,Smokesickness,10
10713,1242,Smokesickness,10
10714,1242,Smokesickness,10
10715,1242,Smokesickness,10
10716,1242,Disquietingly Serene Bowel Syndrome,8
10717,1242,The Shivers,10
10718,1243,Problems Disorder,8
10719,1243,Problems Disorder,8
10720,1243,Problems Disorder,8
10721,1243,Disease Syndrome,8
10722,1243,Disease Syndrome,8
10723,1243,Disease Syndrome,8
10724,1243,Parachondria,8
10725,1243,Problems Disorder,8
10726,1243,Disease Syndrome,8
10727,1243,Disease Syndrome,8
10728,1243,Disease Syndrome,8
10729,1243,Problems Disorder,8
10730,1243,Disease Syndrome,8
10731,1243,Parachondria,8
10732,1243,Smokesickness,4
10733,1243,Smokesickness,4
10734,1243,Smokesickness,4
10735,1243,Disquietingly Serene Bowel Syndrome,8
10736,1243,Disquietingly Serene Bowel Syndrome,8
10737,1243,The Shivers,5
10738,1244,Chucklepox,5
10739,1244,Disquietingly Serene Bowel Syndrome,3
10740,1244,Disquietingly Serene Bowel Syndrome,6
10741,1244,Disquietingly Serene Bowel Syndrome,3
10742,1244,Disquietingly Serene Bowel Syndrome,2
10743,1244,Disquietingly Serene Bowel Syndrome,11
10744,1244,Disquietingly Serene Bowel Syndrome,5
10745,1244,Disquietingly Serene Bowel Syndrome,6
10746,1244,The Shivers,6
10747,1245,Scramblepox,5
10748,1245,Smokesickness,9
10749,1245,Smokesickness,9
10750,1245,Disquietingly Serene Bowel Syndrome,7
10751,1245,Disquietingly Serene Bowel Syndrome,11
10752,1245,Disquietingly Serene Bowel Syndrome,4
10753,1245,Disquietingly Serene Bowel Syndrome,8
10754,1245,Disquietingly Serene Bowel Syndrome,6
10755,1245,Chucklepox,6
10756,1246,Scramblepox,6
10757,1246,Disquietingly Serene Bowel Syndrome,9
10758,1246,Disquietingly Serene Bowel Syndrome,8
10759,1246,The Shivers,6
10760,1247,Disquietingly Serene Bowel Syndrome,12
10761,1247,Disquietingly Serene Bowel Syndrome,2
10762,1247,Disquietingly Serene Bowel Syndrome,5
10763,1247,Disquietingly Serene Bowel Syndrome,5
10764,1247,Disquietingly Serene Bowel Syndrome,6
10765,1247,Disquietingly Serene Bowel Syndrome,11
10766,1247,Disquietingly Serene Bowel Syndrome,2
10767,1247,Disquietingly Serene Bowel Syndrome,6
10768,1247,The Shivers,6
10769,1248,Smokesickness,9
10770,1248,Smokesickness,9
10771,1248,Smokesickness,9
10772,1248,Disquietingly Serene Bowel Syndrome,1
10773,1248,Disquietingly Serene Bowel Syndrome,5
10774,1248,Scraped Knee,11
10775,1248,Scraped Knee,11
10776,1248,Scraped Knee,11
10777,1248,The Shivers,10
10778,1249,Scramblepox,9
10779,1249,The Shivers,7
10780,1250,Scramblepox,12
10781,1250,Smokesickness,11
10782,1250,Smokesickness,11
10783,1250,Smokesickness,11
10784,1250,Smokesickness,11
10785,1250,Smokesickness,11
10786,1250,Disquietingly Serene Bowel Syndrome,4
10787,1250,Disquietingly Serene Bowel Syndrome,10
10788,1250,Disquietingly Serene Bowel Syndrome,3
10789,1250,Disquietingly Serene Bowel Syndrome,3
10790,1250,Disquietingly Serene Bowel Syndrome,9
10791,1250,Disquietingly Serene Bowel Syndrome,3
10792,1250,The Shivers,3
10793,1251,Babblepox,2
10794,1251,Mildly But Persistently Itchy Throat,4
10795,1251,Disquietingly Serene Bowel Syndrome,6
10796,1251,Disquietingly Serene Bowel Syndrome,12
10797,1251,Disquietingly Serene Bowel Syndrome,3
10798,1251,Disquietingly Serene Bowel Syndrome,5
10799,1251,Disquietingly Serene Bowel Syndrome,2
10800,1251,Disquietingly Serene Bowel Syndrome,1
10801,1251,Chucklepox,8
10802,1251,The Shivers,6
10803,1252,Scramblepox,2
10804,1252,Disquietingly Serene Bowel Syndrome,8
10805,1252,Disquietingly Serene Bowel Syndrome,7
10806,1252,Disquietingly Serene Bowel Syndrome,6
10807,1252,Disquietingly Serene Bowel Syndrome,2
10808,1252,The Shivers,6
10809,1253,Bumblepox,10
10810,1253,Gurglepox,10
10811,1253,Scramblepox,1
10812,1253,Smokesickness,7
10813,1253,Smokesickness,7
10814,1253,Smokesickness,7
10815,1253,Disquietingly Serene Bowel Syndrome,3
10816,1253,Disquietingly Serene Bowel Syndrome,4
10817,1253,Disquietingly Serene Bowel Syndrome,6
10818,1254,Scramblepox,2
10819,1254,Disquietingly Serene Bowel Syndrome,2
10820,1254,Disquietingly Serene Bowel Syndrome,9
10821,1254,Disquietingly Serene Bowel Syndrome,6
10822,1255,Smokesickness,10
10823,1255,Smokesickness,10
10824,1255,Disquietingly Serene Bowel Syndrome,3
10825,1255,Disquietingly Serene Bowel Syndrome,7
10826,1255,Chucklepox,11
10827,1256,Scramblepox,6
10828,1256,Disquietingly Serene Bowel Syndrome,7
10829,1256,Disquietingly Serene Bowel Syndrome,5
10830,1256,Disquietingly Serene Bowel Syndrome,9
10831,1256,Disquietingly Serene Bowel Syndrome,10
10832,1256,Disquietingly Serene Bowel Syndrome,3
10833,1256,Disquietingly Serene Bowel Syndrome,10
10834,1256,Disquietingly Serene Bowel Syndrome,6
10835,1256,Disquietingly Serene Bowel Syndrome,2
10836,1257,Rumblepox,6
10837,1257,Rumblepox,6
10838,1257,Rumblepox,6
10839,1257,Rumblepox,6
10840,1257,Chucklepox,8
10841,1257,Scramblepox,7
10842,1257,Smokesickness,9
10843,1257,Smokesickness,9
10844,1257,Smokesickness,9
10845,1257,Disquietingly Serene Bowel Syndrome,6
10846,1257,Disquietingly Serene Bowel Syndrome,1
10847,1257,Disquietingly Serene Bowel Syndrome,2
10848,1257,Disquietingly Serene Bowel Syndrome,5
10849,1257,Disquietingly Serene Bowel Syndrome,4
10850,1257,Disquietingly Serene Bowel Syndrome,8
10851,1257,The Shivers,8
10852,1258,Chucklepox,4
10853,1258,Scramblepox,4
10854,1258,Bumblepox,4
10855,1258,Scramblepox,8
10856,1258,Problems Disorder,9
10857,1258,Problems Disorder,9
10858,1258,Problems Disorder,9
10859,1258,Problems Disorder,9
10860,1258,Disease Syndrome,9
10861,1258,Parachondria,9
10862,1258,Disease Syndrome,9
10863,1258,Problems Disorder,9
10864,1258,Parachondria,9
10865,1258,Problems Disorder,9
10866,1258,Problems Disorder,9
10867,1258,Disease Syndrome,9
10868,1258,Disease Syndrome,9
10869,1258,Disease Syndrome,9
10870,1258,Problems Disorder,9
10871,1258,Problems Disorder,9
10872,1258,Parachondria,9
10873,1258,Problems Disorder,9
10874,1258,Problems Disorder,9
10875,1258,Problems Disorder,9
10876,1258,Problems Disorder,9
10877,1258,Disquietingly Serene Bowel Syndrome,10
10878,1259,Parachondria,10
10879,1259,Problems Disorder,10
10880,1259,Disease Syndrome,10
10881,1259,Problems Disorder,10
10882,1259,Problems Disorder,10
10883,1259,Disease Syndrome,10
10884,1259,Disease Syndrome,10
10885,1259,Problems Disorder,10
10886,1259,Problems Disorder,10
10887,1259,Disquietingly Serene Bowel Syndrome,1
10888,1259,Disquietingly Serene Bowel Syndrome,4
10889,1260,Mildly But Persistently Itchy Throat,2
10890,1260,Scramblepox,10
10891,1260,Smokesickness,11
10892,1260,Smokesickness,11
10893,1260,Smokesickness,11
10894,1260,Smokesickness,11
10895,1260,Disquietingly Serene Bowel Syndrome,5
10896,1260,Disquietingly Serene Bowel Syndrome,2
10897,1260,Disquietingly Serene Bowel Syndrome,5
10898,1260,The Shivers,1
10899,1261,Babblepox,2
10900,1261,Chucklepox,2
10901,1261,Scramblepox,9
10902,1261,Smokesickness,6
10903,1261,Smokesickness,6
10904,1261,Disquietingly Serene Bowel Syndrome,7
10905,1262,Bumblepox,12
10906,1262,Disquietingly Serene Bowel Syndrome,8
10907,1262,Disquietingly Serene Bowel Syndrome,6
10908,1262,Disquietingly Serene Bowel Syndrome,8
10909,1262,Disquietingly Serene Bowel Syndrome,6
10910,1262,Disquietingly Serene Bowel Syndrome,6
10911,1262,Chucklepox,4
10912,1263,Gurglepox,4
10913,1263,Smokesickness,6
10914,1263,Smokesickness,6
10915,1263,Disquietingly Serene Bowel Syndrome,1
10916,1263,Disquietingly Serene Bowel Syndrome,11
10917,1263,The Shivers,7
10918,1264,Smokesickness,5
10919,1264,Disquietingly Serene Bowel Syndrome,8
10920,1264,Disquietingly Serene Bowel Syndrome,1
10921,1264,Disquietingly Serene Bowel Syndrome,5
10922,1264,Disquietingly Serene Bowel Syndrome,9
10923,1264,Disquietingly Serene Bowel Syndrome,7
10924,1264,Disquietingly Serene Bowel Syndrome,5
10925,1264,The Shivers,6
10926,1265,Scramblepox,1
10927,1265,Disquietingly Serene Bowel Syndrome,9
10928,1265,Disquietingly Serene Bowel Syndrome,4
10929,1265,The Shivers,6
10930,1266,Smokesickness,4
10931,1266,Smokesickness,4
10932,1266,Smokesickness,4
10933,1266,Disquietingly Serene Bowel Syndrome,8
10934,1266,Disquietingly Serene Bowel Syndrome,7
10935,1266,Disquietingly Serene Bowel Syndrome,9
10936,1266,Disquietingly Serene Bowel Syndrome,3
10937,1266,Disquietingly Serene Bowel Syndrome,6
10938,1266,Disquietingly Serene Bowel Syndrome,7
10939,1266,Disquietingly Serene Bowel Syndrome,1
10940,1266,Disquietingly Serene Bowel Syndrome,11
10941,1266,The Shivers,6
10942,1267,Problems Disorder,6
10943,1267,Parachondria,6
10944,1267,Disease Syndrome,6
10945,1267,Problems Disorder,6
10946,1267,Disease Syndrome,6
10947,1267,Problems Disorder,6
10948,1267,Disease Syndrome,6
10949,1267,Parachondria,6
10950,1267,Disease Syndrome,6
10951,1267,Parachondria,6
10952,1267,Disquietingly Serene Bowel Syndrome,9
10953,1267,Disquietingly Serene Bowel Syndrome,9
10954,1267,Disquietingly Serene Bowel Syndrome,9
10955,1268,Chucklepox,8
10956,1268,Bumblepox,4
10957,1268,Disquietingly Serene Bowel Syndrome,7
10958,1268,Disquietingly Serene Bowel Syndrome,3
10959,1268,Disquietingly Serene Bowel Syndrome,11
10960,1268,Disquietingly Serene Bowel Syndrome,10
10961,1268,The Shivers,6
10962,1269,Scramblepox,5
10963,1269,Smokesickness,2
10964,1269,Smokesickness,2
10965,1269,Smokesickness,2
10966,1269,Disquietingly Serene Bowel Syndrome,10
10967,1269,Scraped Knee,7
10968,1269,Scraped Knee,7
10969,1269,The Shivers,7
10970,1270,Rumblepox,2
10971,1270,Rumblepox,2
10972,1270,Rumblepox,2
10973,1270,Rumblepox,2
10974,1270,Rumblepox,2
10975,1270,Scramblepox,6
10976,1270,Smokesickness,7
10977,1270,Disquietingly Serene Bowel Syndrome,4
10978,1270,Disquietingly Serene Bowel Syndrome,10
10979,1270,Chucklepox,2
10980,1271,Disquietingly Serene Bowel Syndrome,8
10981,1271,Disquietingly Serene Bowel Syndrome,8
10982,1271,Disquietingly Serene Bowel Syndrome,6
10983,1271,Disquietingly Serene Bowel Syndrome,1
10984,1271,Disquietingly Serene Bowel Syndrome,4
10985,1271,Disquietingly Serene Bowel Syndrome,1
10986,1271,Disquietingly Serene Bowel Syndrome,7
10987,1271,The Shivers,6
10988,1272,Scramblepox,8
10989,1272,Smokesickness,3
10990,1272,Smokesickness,3
10991,1272,Disquietingly Serene Bowel Syndrome,8
10992,1272,Disquietingly Serene Bowel Syndrome,8
10993,1273,Bumblepox,5
10994,1273,Disease Syndrome,7
10995,1273,Disease Syndrome,7
10996,1273,Disease Syndrome,7
10997,1273,Problems Disorder,7
10998,1273,Disease Syndrome,7
10999,1273,Disease Syndrome,7
11000,1273,Parachondria,7
11001,1273,Disease Syndrome,7
11002,1273,Disease Syndrome,7
11003,1273,Disease Syndrome,7
11004,1273,Problems Disorder,7
11005,1273,Disease Syndrome,7
11006,1273,Problems Disorder,7
11007,1273,Smokesickness,11
11008,1273,Smokesickness,11
11009,1273,Disquietingly Serene Bowel Syndrome,3
11010,1273,Scraped Knee,4
11011,1273,Scraped Knee,4
11012,1273,Scraped Knee,4
11013,1273,The Shivers,11
11014,1274,Babblepox,8
11015,1274,Babblepox,8
11016,1274,Chucklepox,8
11017,1274,Scramblepox,10
11018,1274,Smokesickness,9
11019,1274,Smokesickness,9
11020,1274,Smokesickness,9
11021,1274,Disquietingly Serene Bowel Syndrome,1
11022,1274,Disquietingly Serene Bowel Syndrome,9
11023,1274,Disquietingly Serene Bowel Syndrome,6
11024,1274,Disquietingly Serene Bowel Syndrome,6
11025,1274,Disquietingly Serene Bowel Syndrome,6
11026,1275,Babblepox,10
11027,1275,Bumblepox,11
11028,1275,Problems Disorder,10
11029,1275,Problems Disorder,10
11030,1275,Parachondria,10
11031,1275,Disease Syndrome,10
11032,1275,Problems Disorder,10
11033,1275,Problems Disorder,10
11034,1275,Problems Disorder,10
11035,1275,Problems Disorder,10
11036,1275,Parachondria,10
11037,1275,Problems Disorder,10
11038,1275,Problems Disorder,10
11039,1275,Disease Syndrome,10
11040,1275,Disease Syndrome,10
11041,1275,Disquietingly Serene Bowel Syndrome,1
11042,1275,Disquietingly Serene Bowel Syndrome,6
11043,1275,Disquietingly Serene Bowel Syndrome,4
11044,1275,Disquietingly Serene Bowel Syndrome,3
11045,1275,Disquietingly Serene Bowel Syndrome,6
11046,1275,Disquietingly Serene Bowel Syndrome,12
11047,1275,Disquietingly Serene Bowel Syndrome,2
11048,1275,Disquietingly Serene Bowel Syndrome,6
11049,1275,Chucklepox,1
11050,1276,Chucklepox,2
11051,1276,Scramblepox,2
11052,1276,Scramblepox,2
11053,1276,Disquietingly Serene Bowel Syndrome,3
11054,1276,Disquietingly Serene Bowel Syndrome,10
11055,1276,Disquietingly Serene Bowel Syndrome,11
11056,1277,Smokesickness,11
11057,1277,Smokesickness,11
11058,1277,Disquietingly Serene Bowel Syndrome,8
11059,1277,Disquietingly Serene Bowel Syndrome,8
11060,1277,Chucklepox,4
11061,1277,The Shivers,12
11062,1278,Bumblepox,2
11063,1278,Disquietingly Serene Bowel Syndrome,4
11064,1278,Disquietingly Serene Bowel Syndrome,7
11065,1278,Disquietingly Serene Bowel Syndrome,4
11066,1278,The Shivers,12
11067,1279,Scramblepox,3
11068,1279,Disquietingly Serene Bowel Syndrome,2
11069,1279,Disquietingly Serene Bowel Syndrome,2
11070,1280,Smokesickness,6
11071,1280,Smokesickness,6
11072,1280,Smokesickness,6
11073,1280,Disquietingly Serene Bowel Syndrome,2
11074,1280,Disquietingly Serene Bowel Syndrome,7
11075,1280,Disquietingly Serene Bowel Syndrome,3
11076,1280,Disquietingly Serene Bowel Syndrome,6
11077,1280,The Shivers,1
11078,1281,Scramblepox,7
11079,1281,Disquietingly Serene Bowel Syndrome,7
11080,1281,Disquietingly Serene Bowel Syndrome,8
11081,1281,Disquietingly Serene Bowel Syndrome,9
11082,1281,Disquietingly Serene Bowel Syndrome,5
11083,1281,Disquietingly Serene Bowel Syndrome,4
11084,1281,Chucklepox,9
11085,1281,The Shivers,8
11086,1282,Chucklepox,9
11087,1282,Babblepox,9
11088,1282,Scramblepox,6
11089,1282,Disquietingly Serene Bowel Syndrome,4
11090,1282,Disquietingly Serene Bowel Syndrome,2
11091,1282,Disquietingly Serene Bowel Syndrome,3
11092,1282,Disquietingly Serene Bowel Syndrome,1
11093,1282,Disquietingly Serene Bowel Syndrome,10
11094,1282,Disquietingly Serene Bowel Syndrome,7
11095,1282,Disquietingly Serene Bowel Syndrome,5
11096,1282,Disquietingly Serene Bowel Syndrome,4
11097,1282,The Shivers,6
11098,1283,Bumblepox,7
11099,1283,Parachondria,9
11100,1283,Problems Disorder,9
11101,1283,Problems Disorder,9
11102,1283,Problems Disorder,9
11103,1283,Disease Syndrome,9
11104,1283,Problems Disorder,9
11105,1283,Problems Disorder,9
11106,1283,Disease Syndrome,9
11107,1283,Problems Disorder,9
11108,1283,Problems Disorder,9
11109,1283,Problems Disorder,9
11110,1283,Problems Disorder,9
11111,1283,Disease Syndrome,9
11112,1283,Smokesickness,11
11113,1283,Smokesickness,11
11114,1283,Smokesickness,11
11115,1283,Smokesickness,11
11116,1283,Smokesickness,11
11117,1283,Smokesickness,11
11118,1283,Smokesickness,11
11119,1283,Smokesickness,11
11120,1283,Smokesickness,11
11121,1283,Smokesickness,11
11122,1283,Disquietingly Serene Bowel Syndrome,10
11123,1283,The Shivers,8
11124,1284,Smokesickness,3
11125,1284,Disquietingly Serene Bowel Syndrome,5
11126,1284,Disquietingly Serene Bowel Syndrome,5
11127,1284,The Shivers,6
11128,1285,Disquietingly Serene Bowel Syndrome,11
11129,1285,Disquietingly Serene Bowel Syndrome,11
11130,1285,Disquietingly Serene Bowel Syndrome,11
11131,1285,The Shivers,12
11132,1286,Smokesickness,8
11133,1286,Disquietingly Serene Bowel Syndrome,2
11134,1286,Disquietingly Serene Bowel Syndrome,3
11135,1286,Disquietingly Serene Bowel Syndrome,4
11136,1286,Scraped Knee,5
11137,1286,Scraped Elbow,5
11138,1287,Scramblepox,1
11139,1287,Disquietingly Serene Bowel Syndrome,1
11140,1287,Disquietingly Serene Bowel Syndrome,10
11141,1287,Disquietingly Serene Bowel Syndrome,6
11142,1287,Disquietingly Serene Bowel Syndrome,1
11143,1287,Disquietingly Serene Bowel Syndrome,5
11144,1287,Disquietingly Serene Bowel Syndrome,3
11145,1287,Scraped Knee,12
11146,1287,Scraped Knee,12
11147,1287,Scraped Knee,12
11148,1287,Scraped Knee,12
11149,1287,Scraped Knee,12
11150,1287,Scraped Knee,12
11151,1287,Scraped Elbow,12
11152,1287,The Shivers,12
11153,1288,Rumblepox,6
11154,1288,Rumblepox,6
11155,1288,Rumblepox,6
11156,1288,Rumblepox,6
11157,1288,Bumblepox,2
11158,1288,Smokesickness,8
11159,1288,Smokesickness,8
11160,1288,Smokesickness,8
11161,1288,Smokesickness,8
11162,1288,Smokesickness,8
11163,1288,Disquietingly Serene Bowel Syndrome,6
11164,1288,Disquietingly Serene Bowel Syndrome,7
11165,1288,Disquietingly Serene Bowel Syndrome,4
11166,1288,Disquietingly Serene Bowel Syndrome,9
11167,1288,Disquietingly Serene Bowel Syndrome,3
11168,1289,Scramblepox,1
11169,1289,Disquietingly Serene Bowel Syndrome,2
11170,1289,Disquietingly Serene Bowel Syndrome,8
11171,1289,Disquietingly Serene Bowel Syndrome,4
11172,1289,Disquietingly Serene Bowel Syndrome,1
11173,1289,Disquietingly Serene Bowel Syndrome,6
11174,1290,Scramblepox,4
11175,1290,Disquietingly Serene Bowel Syndrome,9
11176,1291,Scramblepox,5
11177,1291,Smokesickness,11
11178,1292,Scramblepox,6
11179,1292,Smokesickness,10
11180,1292,Smokesickness,10
11181,1292,Smokesickness,10
11182,1292,Smokesickness,10
11183,1292,Smokesickness,10
11184,1292,Smokesickness,10
11185,1292,Disquietingly Serene Bowel Syndrome,4
11186,1292,Disquietingly Serene Bowel Syndrome,9
11187,1292,Disquietingly Serene Bowel Syndrome,7
11188,1292,Disquietingly Serene Bowel Syndrome,4
11189,1292,Chucklepox,5
11190,1293,Scramblepox,7
11191,1293,Smokesickness,8
11192,1293,Smokesickness,8
11193,1293,Smokesickness,8
11194,1293,Disquietingly Serene Bowel Syndrome,9
11195,1293,Disquietingly Serene Bowel Syndrome,9
11196,1293,Chucklepox,7
11197,1293,Scraped Elbow,2
11198,1294,Rumblepox,4
11199,1294,Rumblepox,4
11200,1294,Rumblepox,4
11201,1294,Rumblepox,4
11202,1294,Scramblepox,8
11203,1294,Smokesickness,10
11204,1294,Smokesickness,10
11205,1294,Smokesickness,10
11206,1294,Disquietingly Serene Bowel Syndrome,8
11207,1294,Disquietingly Serene Bowel Syndrome,4
11208,1294,Disquietingly Serene Bowel Syndrome,4
11209,1294,Disquietingly Serene Bowel Syndrome,1
11210,1294,Disquietingly Serene Bowel Syndrome,1
11211,1294,Disquietingly Serene Bowel Syndrome,6
11212,1294,The Shivers,5
11213,1295,Babblepox,10
11214,1295,Gurglepox,10
11215,1295,Smokesickness,6
11216,1295,Smokesickness,6
11217,1295,Smokesickness,6
11218,1295,Smokesickness,6
11219,1295,Disquietingly Serene Bowel Syndrome,4
11220,1295,Disquietingly Serene Bowel Syndrome,11
11221,1295,Disquietingly Serene Bowel Syndrome,5
11222,1295,Disquietingly Serene Bowel Syndrome,10
11223,1295,Chucklepox,7
11224,1295,The Shivers,6
11225,1296,Smokesickness,7
11226,1296,Smokesickness,7
11227,1296,Smokesickness,7
11228,1296,Smokesickness,7
11229,1296,Smokesickness,7
11230,1296,Disquietingly Serene Bowel Syndrome,4
11231,1296,Disquietingly Serene Bowel Syndrome,11
11232,1296,Disquietingly Serene Bowel Syndrome,7
11233,1297,Smokesickness,10
11234,1297,Smokesickness,10
11235,1297,Smokesickness,10
11236,1297,Smokesickness,10
11237,1297,Smokesickness,10
11238,1297,Disquietingly Serene Bowel Syndrome,11
11239,1297,Disquietingly Serene Bowel Syndrome,6
11240,1297,Disquietingly Serene Bowel Syndrome,4
11241,1297,Disquietingly Serene Bowel Syndrome,8
11242,1297,Disquietingly Serene Bowel Syndrome,4
11243,1297,Disquietingly Serene Bowel Syndrome,7
11244,1297,Scraped Knee,5
11245,1297,The Shivers,12
11246,1298,Scramblepox,12
11247,1298,Smokesickness,7
11248,1298,Smokesickness,7
11249,1298,Smokesickness,7
11250,1298,Smokesickness,7
11251,1298,Smokesickness,7
11252,1298,Smokesickness,7
11253,1298,Disquietingly Serene Bowel Syndrome,10
11254,1298,Disquietingly Serene Bowel Syndrome,7
11255,1298,Disquietingly Serene Bowel Syndrome,9
11256,1298,Disquietingly Serene Bowel Syndrome,10
11257,1298,Scraped Knee,2
11258,1298,The Shivers,6
11259,1299,Smokesickness,4
11260,1299,Smokesickness,4
11261,1299,Smokesickness,4
11262,1299,Smokesickness,4
11263,1299,Disquietingly Serene Bowel Syndrome,6
11264,1299,Disquietingly Serene Bowel Syndrome,6
11265,1299,Disquietingly Serene Bowel Syndrome,6
11266,1299,Disquietingly Serene Bowel Syndrome,1
11267,1299,Disquietingly Serene Bowel Syndrome,2
11268,1299,Chucklepox,9
11269,1299,The Shivers,5
11270,1300,Scramblepox,12
11271,1300,Disquietingly Serene Bowel Syndrome,8
11272,1300,Disquietingly Serene Bowel Syndrome,8
11273,1300,Disquietingly Serene Bowel Syndrome,8
11274,1300,The Shivers,3
11275,1301,Babblepox,9
11276,1301,Scramblepox,9
11277,1301,Bumblepox,3
11278,1301,Smokesickness,8
11279,1301,Smokesickness,8
11280,1301,Smokesickness,8
11281,1301,Smokesickness,8
11282,1301,Smokesickness,8
11283,1301,Smokesickness,8
11284,1301,Smokesickness,8
11285,1301,Disquietingly Serene Bowel Syndrome,9
11286,1301,Disquietingly Serene Bowel Syndrome,4
11287,1301,Disquietingly Serene Bowel Syndrome,1
11288,1301,Disquietingly Serene Bowel Syndrome,6
11289,1301,Disquietingly Serene Bowel Syndrome,9
11290,1301,The Shivers,12
11291,1302,Babblepox,7
11292,1302,Chucklepox,7
11293,1302,Scramblepox,2
11294,1302,Smokesickness,10
11295,1302,Smokesickness,10
11296,1302,Disquietingly Serene Bowel Syndrome,3
11297,1302,The Shivers,6
11298,1303,Mildly But Persistently Itchy Throat,11
11299,1303,Scramblepox,5
11300,1303,Smokesickness,8
11301,1303,Disquietingly Serene Bowel Syndrome,5
11302,1303,Chucklepox,5
11303,1303,The Shivers,12
11304,1304,Babblepox,6
11305,1304,Bumblepox,6
11306,1304,Disquietingly Serene Bowel Syndrome,7
11307,1304,Chucklepox,10
11308,1305,Bumblepox,7
11309,1305,Smokesickness,9
11310,1305,Smokesickness,9
11311,1305,Smokesickness,9
11312,1305,Smokesickness,9
11313,1305,Smokesickness,9
11314,1305,Disquietingly Serene Bowel Syndrome,2
11315,1305,Disquietingly Serene Bowel Syndrome,9
11316,1305,Disquietingly Serene Bowel Syndrome,11
11317,1305,Disquietingly Serene Bowel Syndrome,3
11318,1305,Disquietingly Serene Bowel Syndrome,3
11319,1305,Chucklepox,8
11320,1305,The Shivers,7
11321,1306,Chucklepox,4
11322,1306,Scramblepox,6
11323,1306,Disquietingly Serene Bowel Syndrome,5
11324,1306,Disquietingly Serene Bowel Syndrome,10
11325,1306,Disquietingly Serene Bowel Syndrome,2
11326,1306,Disquietingly Serene Bowel Syndrome,6
11327,1306,Disquietingly Serene Bowel Syndrome,5
11328,1306,Chucklepox,5
11329,1306,The Shivers,6
11330,1307,Rumblepox,2
11331,1307,Rumblepox,2
11332,1307,Rumblepox,2
11333,1307,Rumblepox,2
11334,1307,Rumblepox,2
11335,1307,Bumblepox,9
11336,1307,Smokesickness,8
11337,1307,Disquietingly Serene Bowel Syndrome,3
11338,1307,Disquietingly Serene Bowel Syndrome,6
11339,1307,Disquietingly Serene Bowel Syndrome,8
11340,1307,Disquietingly Serene Bowel Syndrome,6
11341,1307,Disquietingly Serene Bowel Syndrome,5
11342,1307,Disquietingly Serene Bowel Syndrome,1
11343,1307,Disquietingly Serene Bowel Syndrome,2
11344,1307,Chucklepox,1
11345,1307,Scraped Elbow,11
11346,1307,Scraped Knee,11
11347,1307,Scraped Elbow,11
11348,1307,The Shivers,3
11349,1308,Gurglepox,10
11350,1308,Scramblepox,10
11351,1308,Smokesickness,8
11352,1308,Smokesickness,8
11353,1308,Disquietingly Serene Bowel Syndrome,5
11354,1308,Disquietingly Serene Bowel Syndrome,8
11355,1308,Chucklepox,8
11356,1308,The Shivers,6
11357,1309,Disquietingly Serene Bowel Syndrome,10
11358,1309,Disquietingly Serene Bowel Syndrome,10
11359,1309,Chucklepox,2
11360,1309,The Shivers,10
11361,1310,Scramblepox,10
11362,1310,Smokesickness,5
11363,1310,Smokesickness,5
11364,1310,Smokesickness,5
11365,1310,Disquietingly Serene Bowel Syndrome,3
11366,1310,Disquietingly Serene Bowel Syndrome,6
11367,1310,Disquietingly Serene Bowel Syndrome,8
11368,1310,Disquietingly Serene Bowel Syndrome,8
11369,1310,The Shivers,6
11370,1311,Scramblepox,11
11371,1311,Smokesickness,10
11372,1311,Smokesickness,10
11373,1311,Smokesickness,10
11374,1311,Smokesickness,10
11375,1311,Smokesickness,10
11376,1311,Smokesickness,10
11377,1311,Smokesickness,10
11378,1311,Smokesickness,10
11379,1311,Smokesickness,10
11380,1311,Disquietingly Serene Bowel Syndrome,7
11381,1311,Disquietingly Serene Bowel Syndrome,11
11382,1311,Disquietingly Serene Bowel Syndrome,9
11383,1311,Chucklepox,1
11384,1311,Scraped Knee,3
11385,1312,Chucklepox,10
11386,1312,Chucklepox,10
11387,1312,Smokesickness,11
11388,1312,Smokesickness,11
11389,1312,Smokesickness,11
11390,1312,Disquietingly Serene Bowel Syndrome,8
11391,1312,Disquietingly Serene Bowel Syndrome,10
11392,1312,Disquietingly Serene Bowel Syndrome,10
11393,1312,Disquietingly Serene Bowel Syndrome,6
11394,1312,Disquietingly Serene Bowel Syndrome,4
11395,1312,Disquietingly Serene Bowel Syndrome,1
11396,1312,The Shivers,6
11397,1313,Rumblepox,7
11398,1313,Rumblepox,7
11399,1313,Rumblepox,7
11400,1313,Scramblepox,8
11401,1313,Gurglepox,11
11402,1313,Scramblepox,3
11403,1313,Disquietingly Serene Bowel Syndrome,9
11404,1313,Disquietingly Serene Bowel Syndrome,9
11405,1313,Disquietingly Serene Bowel Syndrome,9
11406,1313,The Shivers,6
11407,1314,Bumblepox,2
11408,1314,Smokesickness,5
11409,1314,Smokesickness,5
11410,1314,The Shivers,6
11411,1315,Scramblepox,3
11412,1315,Disease Syndrome,10
11413,1315,Problems Disorder,10
11414,1315,Parachondria,10
